trialN	eyeLXraw	eyeLYraw	eyeLZraw	eyeRXraw	eyeRYraw	eyeRZraw	indexXraw	indexYraw	indexZraw	thumbXraw	thumbYraw	thumbZraw	fingerAtStart	isStimulusDrawn	graspPhase
0	-30.5	0	0	30.5	0	0	311.512232	-204.79853	-142.023179	301.201015	-201.165823	-64.091032	0	1	1
0	-30.5	0	0	30.5	0	0	309.714778	-198.493778	-147.056371	299.031228	-195.533528	-68.077592	0	1	1
0	-30.5	0	0	30.5	0	0	308.026035	-193.777881	-152.352225	297.008094	-190.774703	-72.84228	0	1	1
0	-30.5	0	0	30.5	0	0	305.730735	-187.85947	-158.011739	294.263937	-185.854161	-77.670079	0	1	1
0	-30.5	0	0	30.5	0	0	303.54185	-183.642713	-163.743576	291.830343	-180.958157	-82.959553	0	1	1
0	-30.5	0	0	30.5	0	0	300.9866	-178.237567	-169.691931	289.218516	-176.592774	-88.711764	0	1	1
0	-30.5	0	0	30.5	0	0	298.327297	-173.312787	-175.881177	287.061501	-172.321213	-94.997987	0	1	1
0	-30.5	0	0	30.5	0	0	295.587266	-168.268483	-182.460005	284.67955	-168.586832	-101.711405	0	1	1
0	-30.5	0	0	30.5	0	0	293.000102	-164.45538	-189.219009	281.736086	-164.255564	-108.39585	0	1	1
0	-30.5	0	0	30.5	0	0	290.58329	-160.322748	-195.823278	279.033032	-160.633769	-115.579985	0	1	1
0	-30.5	0	0	30.5	0	0	287.859227	-156.395409	-203.132027	275.984454	-156.302207	-122.647624	0	1	1
0	-30.5	0	0	30.5	0	0	284.925256	-151.750632	-210.506065	273.534072	-152.474287	-130.1915	0	1	1
0	-30.5	0	0	30.5	0	0	282.211982	-148.67105	-217.945782	270.95681	-149.357904	-137.91643	0	1	1
0	-30.5	0	0	30.5	0	0	279.524461	-146.061098	-225.549958	268.00176	-146.189094	-145.630938	0	1	1
0	-30.5	0	0	30.5	0	0	276.520558	-142.046969	-233.032929	264.830942	-142.581534	-153.213327	0	1	1
0	-30.5	0	0	30.5	0	0	273.560694	-137.98393	-240.59771	261.784336	-139.816713	-161.111401	0	1	1
0	-30.5	0	0	30.5	0	0	270.646599	-134.845489	-248.277711	258.504979	-136.425235	-168.79127	0	1	1
0	-30.5	0	0	30.5	0	0	268.11461	-132.481443	-255.726912	255.46788	-133.209643	-176.554799	0	1	1
0	-30.5	0	0	30.5	0	0	265.55585	-129.377077	-263.118613	252.211915	-129.963534	-184.180281	0	1	1
0	-30.5	0	0	30.5	0	0	262.853364	-126.637238	-270.560531	248.902894	-126.423268	-191.743745	0	1	1
0	-30.5	0	0	30.5	0	0	259.835893	-122.973385	-277.734404	246.210788	-123.324315	-199.46455	0	1	1
0	-30.5	0	0	30.5	0	0	256.892435	-119.970731	-284.566521	242.890751	-120.790828	-206.874876	0	1	1
0	-30.5	0	0	30.5	0	0	253.735183	-117.08486	-291.549637	239.723149	-118.78383	-214.182329	0	1	1
0	-30.5	0	0	30.5	0	0	250.721041	-114.273223	-298.384964	236.622625	-116.027737	-221.06495	0	1	1
0	-30.5	0	0	30.5	0	0	247.923203	-112.171333	-304.740377	232.884497	-112.919327	-227.575816	0	1	1
0	-30.5	0	0	30.5	0	0	244.729401	-109.059641	-311.227043	230.164652	-109.710129	-234.166772	0	1	1
